pupil_timestamp,world_index,eye_id,confidence,norm_pos_x,norm_pos_y,diameter,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,projected_sphere_angle
24119.503491,12,0,0.0,0.37683156728728173,0.3569354693094241,82.69601440560054,3d c++,241.1722030638603,308.6709747314764,49.224842072313585,82.69601440560054,34.70224761963542,2.0,0.0,1,-1152608.9385442429,931643.3406341468,8784200.457695356,12.0,-1.9016870296700974,1.6944286625428608,15.214768159554977,0.7321144147188924,0.3855523266383309,-0.5615673487522075,1.0,1.966602681923686,-0.6543232361283569,238.6474004846516,305.7565675982668,0.0016939504137755018,0.0016939504137755018,90.0
24119.53554,12,0,0.0,0.3766127824784642,0.35663458506264056,81.57727813473127,3d c++,241.03218078621708,308.8153991699325,49.420028685020014,81.57727813473127,34.5151443481418,2.0,0.0,1,-1152608.9385442429,931643.3406341468,8784200.457695356,12.0,-1.931804350495085,1.720972157219538,15.422871324776693,0.7284080338953497,0.37730214377676247,-0.5718958195844505,1.0,1.9576777204925442,-0.665608569372446,238.6474004846516,305.7565675982668,0.0016939504137755018,0.0016939504137755018,90.0
24119.56735,13,0,0.0,0.3770535945891503,0.35759460131319376,81.98115539355395,3d c++,241.31430053705617,308.354591369667,49.42507934453026,81.98115539355395,34.18943786621733,2.0,0.0,1,-1152608.9385442429,931643.3406341468,8784200.457695356,12.0,-1.914702081051188,1.7007665781195493,15.3445329503983,0.7322260850866459,0.3756823960105105,-0.5680736727278304,1.0,1.9559293250613734,-0.6598204865146932,238.6474004846516,305.7565675982668,0.0016939504137755018,0.0016939504137755018,90.0
24119.599482,14,0,0.0,0.3766724109648839,0.3576777935026655,80.72968292018753,3d c++,241.07034301752572,308.31465911872056,49.42620468006744,80.72968292018753,33.7892723083576,2.0,0.0,1,-1152608.9385442429,931643.3406341468,8784200.457695356,12.0,-1.9510715316035672,1.7256075467324061,15.581051294435497,0.7307104347399518,0.36579805106766694,-0.5764148214586844,1.0,1.9452864648444876,-0.6678999371719611,238.6474004846516,305.7565675982668,0.0016939504137755018,0.0016939504137755018,90.0
24119.635446,15,0,0.0,0.37662483453744217,0.3571460564930774,81.59889984288169,3d c++,241.03989410396298,308.56989288332284,48.95212936495668,81.59889984288169,33.550060272219,2.0,0.0,1,-1152608.9385442429,931643.3406341468,8784200.457695356,12.0,-1.9307212102449256,1.7136153077977183,15.416446891625114,0.7389565540913834,0.3696373978605444,-0.5633040078574572,1.0,1.9494150766852527,-0.6513245430324509,238.6474004846516,305.7565675982668,0.0016939504137755018,0.0016939504137755018,90.0
24119.667437,15,0,0.0,0.3763250112534938,0.35692912737539473,81.15282440221141,3d c++,240.84800720223606,308.67401885981053,49.43761062643361,81.15282440221141,34.04214096068544,2.0,0.0,1,-1152608.9385442429,931643.3406341468,8784200.457695356,12.0,-1.9465222113873892,1.7260104149816136,15.502275515517923,0.7305427214624397,0.3700501200396356,-0.5739078678471862,1.0,1.9498592967534956,-0.6658930740359937,238.6474004846516,305.7565675982668,0.0016939504137755018,0.0016939504137755018,90.0
24119.69948,16,0,0.0,0.3765771389007264,0.3566069285075706,80.13172150152616,3d c++,241.0093688964649,308.8286743163661,48.82453155818477,80.13172150152616,33.73710250854048,2.0,0.0,1,-1152608.9385442429,931643.3406341468,8784200.457695356,12.0,-1.967887129023345,1.7514323786435235,15.698862595727373,0.7326827068399794,0.36633209678487316,-0.5735650320258715,1.0,1.945860343948536,-0.6641825710839316,238.6474004846516,305.7565675982668,0.0016939504137755018,0.0016939504137755018,90.0
24119.731356,17,0,0.0,0.3760880231857325,0.3559543450673418,80.20347594947877,3d c++,240.69633483886878,309.14191436767595,48.4417533858428,80.20347594947877,33.93991851806835,2.0,0.0,1,-1152608.9385442429,931643.3406341468,8784200.457695356,12.0,-1.9744109855526908,1.7580655582096538,15.687179042784107,0.7341525022430372,0.37131245831884513,-0.5684603431616874,1.0,1.9512184619243527,-0.6588777519642222,238.6474004846516,305.7565675982668,0.0016939504137755018,0.0016939504137755018,90.0
24119.763478,17,0,0.0,0.37653614282623205,0.35638527870183223,80.33315276747291,3d c++,240.9831314087885,308.93506622312054,49.04555892729181,80.33315276747291,34.57630920409725,2.0,0.0,1,-1152608.9385442429,931643.3406341468,8784200.457695356,12.0,-1.9638506841610024,1.7504186307025704,15.661513191239992,0.7255395330758578,0.3751869532327193,-0.5769117229420941,1.0,1.9553947796687168,-0.6717757452003893,238.6474004846516,305.7565675982668,0.0016939504137755018,0.0016939504137755018,90.0
24119.795433,18,0,0.0,0.3768202304839132,0.35691301027933897,80.53076171985977,3d c++,241.16494750970446,308.6817550659173,48.711910248477274,80.53076171985977,33.83500289917271,2.0,0.0,1,-1152608.9385442429,931643.3406341468,8784200.457695356,12.0,-1.9539806391458923,1.7391227583654922,15.620806407542894,0.7340883653426055,0.3701115802469854,-0.5693256449833443,1.0,1.9499254541669733,-0.659656495945974,238.6474004846516,305.7565675982668,0.0016939504137755018,0.0016939504137755018,90.0
24119.831369,19,0,0.0,0.3759529590607593,0.35636110305781954,80.79089354970792,3d c++,240.60989379888596,308.9466705322466,48.79722594914269,80.79089354970792,33.463329315186826,2.0,0.0,1,-1152608.9385442429,931643.3406341468,8784200.457695356,12.0,-1.9615292027005466,1.7401613458015208,15.57205927491135,0.7379134411536974,0.3659420169522035,-0.5670715947688282,1.0,1.9454411560998244,-0.6552236744474191,238.6474004846516,305.7565675982668,0.0016939504137755018,0.0016939504137755018,90.0
